Current,Tally 1,0.0,4.169968527965259
Current,Tally 2,0.0,5.454561808286212
Current,Tally 3,0.0,9.834141919808388
Current,Tally 4,0.0,7.365022552691506
Current,Tally 5,0.0,9.860634744213925
Current,Tally 6,0.0,10.365025469101534
Current,Tally 7,0.0,10.819354091268679
Scenario 1,Tally 1,0.0,9.149463552846548
Scenario 1,Tally 2,0.0,9.611038429709108
Scenario 1,Tally 3,0.0,15.474002315541941
Scenario 1,Tally 4,0.0,24.084404774881545
Scenario 1,Tally 5,0.0,14.04491273287705
Scenario 1,Tally 6,0.0,17.911594130816184
Scenario 1,Tally 7,0.0,21.182783082481187
Scenario 2,Tally 1,0.0,6.001670821438296
Scenario 2,Tally 2,0.6171654622274201,15.604572262624272
Scenario 2,Tally 3,0.3432064955122755,28.079120329926578
Scenario 2,Tally 4,1.0197710270906486,35.30738656197446
Scenario 2,Tally 5,0.5260787486797177,31.542181511540033
Scenario 2,Tally 6,0.4812619455624384,32.06585536174495
Scenario 2,Tally 7,0.6096443304093567,37.449397773775104
Scenario 3,Tally 1,0.48214767063036673,13.436740142425135
Scenario 3,Tally 2,0.7065276474517315,22.01709831478889
Scenario 3,Tally 3,1.1323332683998226,47.42071312848445
Scenario 3,Tally 4,0.45700304309721074,34.34227956695908
Scenario 3,Tally 5,1.1754089492140656,52.00976879450947
Scenario 3,Tally 6,2.0987981949001937,65.28718003805258
Scenario 3,Tally 7,1.28131685615515,68.0273505074435
Scenario 4,Tally 1,1.445075877453175,14.252942054952891
Scenario 4,Tally 2,4.340718162691363,40.873687886404966
Scenario 4,Tally 3,6.15733435554432,85.14740279940867
Scenario 4,Tally 4,7.364960517850675,98.16672810912101
Scenario 4,Tally 5,8.3717237710953,118.935200753624
Scenario 4,Tally 6,12.100743350503155,165.33213253912717
Scenario 4,Tally 7,10.081216494928242,184.14656880638705
